speed 0.09550197646021844
throttle 0.09000000357627869
brake 0.0
time 20:24.897946
x 382.7853088378906
y 2.199575185775757
speed 0.09530512914061547
throttle 0.09000000357627869
brake 0.0
time 20:25.054077
x 382.7840270996094
y 2.19938063621521
speed 0.09514956772327424
throttle 0.10000000149011612
brake 0.0
time 20:25.179075
x 382.78271484375
y 2.199573278427124
speed 0.09501753598451615
throttle 0.09000000357627869
brake 0.0
time 20:25.291945
x 382.78143310546875
y 2.199378728866577
x 382.7801513671875
y 2.199571371078491
speed 0.09492060095071793
throttle 0.10000000149011612
brake 0.0
time 20:25.384530
x 382.77886962890625
y 2.1993768215179443
speed 0.0948344349861145
throttle 0.09000000357627869
brake 0.0
time 20:25.529213
speed 0.09477230831980706
throttle 0.10000000149011612
brake 0.0
time 20:25.670876
x 382.7775573730469
y 2.1995697021484375
speed 0.09471546560525894
throttle 0.09000000357627869
brake 0.0
time 20:25.782998
x 382.7762756347656
y 2.1993751525878906
speed 0.09467747882008552
throttle 0.10000000149011612
brake 0.0
time 20:25.909851
x 382.7749938964844
y 2.1995677947998047
x 382.7737121582031
y 2.199373245239258
speed 0.09464436694979668
throttle 0.09000000357627869
brake 0.0
time 20:26.072935
speed 0.09455714151263238
throttle 0.09000000357627869
brake 0.0
time 20:26.183741
x 382.77239990234375
y 2.199565887451172
speed 0.09440361857414246
throttle 0.09000000357627869
brake 0.0
time 20:26.277227
x 382.7711181640625
y 2.199371337890625
x 382.76983642578125
y 2.199564218521118
speed 0.0942945532500744
throttle 0.10000000149011612
brake 0.0
time 20:26.423383
x 382.7685546875
y 2.1993696689605713
speed 0.09420984908938408
throttle 0.09000000357627869
brake 0.0
time 20:26.543508
speed 0.09408849254250527
throttle 0.09000000357627869
brake 0.0
time 20:26.681697
x 382.7672424316406
y 2.1995623111724854
speed 0.09397964850068093
throttle 0.10000000149011612
brake 0.0
time 20:26.817345
x 382.7659606933594
y 2.1993677616119385
x 382.7646789550781
y 2.1995604038238525
speed 0.09392862617969513
throttle 0.09000000357627869
brake 0.0
time 20:26.945380
speed 0.09381044134497643
throttle 0.09000000357627869
brake 0.0
time 20:27.079216
x 382.7633972167969
y 2.1993658542633057
x 382.7621154785156
y 2.199558734893799
speed 0.0936705306172371
throttle 0.09000000357627869
brake 0.0
time 20:27.255465
speed 0.09355083703994752
throttle 0.10000000149011612
brake 0.0
time 20:27.414972
x 382.76080322265625
y 2.199364185333252
speed 0.09356320202350617
throttle 0.10000000149011612
brake 0.0
time 20:27.518596
x 382.759521484375
y 2.199556827545166
speed 0.09358124658465386
throttle 0.09000000357627869
brake 0.0
time 20:27.635907
x 382.75823974609375
y 2.199362277984619
speed 0.09361571297049523
throttle 0.10000000149011612
brake 0.0
time 20:27.751501
x 382.7569580078125
y 2.199554920196533
speed 0.09371327832341195
throttle 0.10000000149011612
brake 0.0
time 20:27.882104
x 382.7556457519531
y 2.1993603706359863
x 382.7543640136719
y 2.1995532512664795
speed 0.0938247911632061
throttle 0.09000000357627869
brake 0.0
time 20:28.006469
speed 0.09382929727435112
throttle 0.09000000357627869
brake 0.0
time 20:28.147108
x 382.7530822753906
y 2.1993587017059326
speed 0.09378282129764558
throttle 0.09000000357627869
brake 0.0
time 20:28.304141
x 382.7518005371094
y 2.1995513439178467
speed 0.09740949645638466
throttle 0.75
brake 0.0
time 20:28.481544
x 382.75048828125
y 2.1992921829223633
speed 0.09988887682557106
throttle 0.75
brake 0.0
time 20:28.639607
x 382.7491455078125
y 2.1994011402130127
speed 0.12875322103500367
throttle 0.75
brake 0.0
time 20:28.770441
x 382.7475280761719
y 2.199110269546509
speed 0.6502360761165619
throttle 0.75
brake 0.0
time 20:28.938963
x 382.74267578125
y 2.1988601684570312
x 382.72705078125
y 2.197754144668579
speed 1.2203633666038514
throttle 0.75
brake 0.0
time 20:29.039823
x 382.7017517089844
y 2.196096181869507
speed 2.084243559837341
throttle 0.75
brake 0.0
time 20:29.173746
speed 2.5268700599670413
throttle 0.75
brake 0.0
time 20:29.296329
x 382.6680908203125
y 2.1939587593078613
x 382.6261901855469
y 2.1912622451782227
speed 3.2467811822891237
throttle 0.75
brake 0.0
time 20:29.417003
speed 3.877614641189575
throttle 0.75
brake 0.0
time 20:29.561585
x 382.5753479003906
y 2.188019275665283
speed 4.460974931716919
throttle 0.75
brake 0.0
time 20:29.660830
x 382.51617431640625
y 2.184267282485962
speed 5.013422870635987
throttle 0.75
brake 0.0
time 20:29.776912
x 382.44927978515625
y 2.1800496578216553
speed 5.545583868026734
throttle 0.75
brake 0.0
time 20:29.904310
x 382.3748779296875
y 2.1754021644592285
speed 6.064284467697144
throttle 0.75
brake 0.0
time 20:30.040067
x 382.2932434082031
y 2.1705639362335205
speed 6.5729076862335205
throttle 0.75
brake 0.0
time 20:30.148229
x 382.20452880859375
y 2.1654279232025146
speed 7.073747777938843
throttle 0.75
brake 0.0
time 20:30.257848
x 382.1087951660156
y 2.1597115993499756
speed 7.56954402923584
throttle 0.75
brake 0.0
time 20:30.375176
x 382.0061950683594
y 2.15358567237854
speed 8.060999393463135
throttle 0.75
brake 0.0
time 20:30.517379
x 381.8967590332031
y 2.1471285820007324
speed 8.544509410858154
throttle 0.75
brake 0.0
time 20:30.637419
x 381.78045654296875
y 2.1423256397247314
speed 9.029445934295655
throttle 0.75
brake 0.0
time 20:30.794897
x 381.6573791503906
y 2.13814640045166
x 381.52752685546875
y 2.1341629028320312
speed 9.511546611785889
throttle 0.75
brake 0.0
time 20:30.917501
speed 9.991057777404786
throttle 0.75
brake 0.0
time 20:31.073043
x 381.3910217285156
y 2.129992961883545
speed 10.468095302581787
throttle 0.75
brake 0.0
time 20:31.184341
x 381.2479248046875
y 2.125612497329712
x 381.09820556640625
y 2.1210429668426514
speed 10.942823123931886
throttle 0.75
brake 0.0
